"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 17, 2021","7.4950","6.3490","7.4950","6.3010","10.46M","18.05%"
"Jul 16, 2021","6.3490","6.7250","6.8770","6.3260","3.22M","-5.59%"
"Jul 15, 2021","6.7250","7.1190","7.3930","6.6160","4.78M","-5.65%"
"Jul 14, 2021","7.1280","7.1370","7.3400","6.7320","3.91M","-0.10%"
"Jul 13, 2021","7.1350","7.6350","7.6720","6.9300","3.21M","-6.83%"
"Jul 12, 2021","7.6580","8.1500","8.2760","7.4530","2.88M","-5.98%"
"Jul 11, 2021","8.1450","7.9890","8.3890","7.8280","2.82M","1.85%"
"Jul 10, 2021","7.9970","8.4090","8.6050","7.8400","2.68M","-4.87%"
"Jul 09, 2021","8.4060","7.7340","8.5830","7.6560","4.01M","6.08%"
"Jul 08, 2021","7.9240","8.7500","8.7880","7.8410","4.93M","-9.73%"
"Jul 07, 2021","8.7780","8.9780","9.3370","8.7480","6.27M","-3.88%"
"Jul 06, 2021","9.1320","8.0800","9.5080","8.0800","12.41M","13.23%"
"Jul 05, 2021","8.0650","7.9290","8.0650","7.3330","4.30M","1.59%"
"Jul 04, 2021","7.9390","7.9380","8.1880","7.8360","3.20M","3.78%"
"Jul 03, 2021","7.6500","7.4230","7.6650","7.3100","1.60M","3.14%"
"Jul 02, 2021","7.4170","7.4160","7.4170","7.0080","2.47M","-0.05%"
"Jul 01, 2021","7.4210","8.1580","8.1580","7.3470","3.62M","-8.94%"
"Jun 30, 2021","8.1500","7.9410","8.1580","7.3760","5.01M","3.15%"
"Jun 29, 2021","7.9010","7.6120","8.3000","7.6120","5.36M","4.23%"
"Jun 28, 2021","7.5800","7.1450","7.6920","7.0600","3.88M","6.51%"
"Jun 27, 2021","7.1170","6.8270","7.1170","6.5650","3.55M","4.28%"
"Jun 26, 2021","6.8250","6.2940","6.8250","6.1140","4.41M","8.13%"
"Jun 25, 2021","6.3120","7.0700","7.1380","6.3100","5.35M","-10.61%"
"Jun 24, 2021","7.0610","7.0540","7.2840","6.6840","4.74M","0.17%"
"Jun 23, 2021","7.0490","6.7870","7.3750","6.7870","7.03M","3.78%"
"Jun 22, 2021","6.7920","6.6490","7.4060","6.2710","14.47M","1.91%"
"Jun 21, 2021","6.6650","8.4450","8.4450","6.6450","10.98M","-20.81%"
"Jun 20, 2021","8.4160","7.4730","8.5430","7.3760","9.24M","12.71%"
