"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 10, 2021","422.94","434.18","448.77","409.69","94.42K","-2.54%"
"Jul 09, 2021","433.97","391.00","440.81","386.93","120.48K","4.47%"
"Jul 08, 2021","415.39","438.00","445.19","409.58","139.45K","-5.93%"
"Jul 07, 2021","441.59","480.94","482.58","434.47","150.19K","-12.03%"
"Jul 06, 2021","502.00","492.60","526.28","492.60","358.15K","1.83%"
"Jul 05, 2021","493.00","443.57","495.90","421.52","320.48K","11.02%"
"Jul 04, 2021","444.05","406.79","462.80","406.79","178.07K","18.20%"
"Jul 03, 2021","375.69","369.99","382.18","365.81","137.07K","1.97%"
"Jul 02, 2021","368.43","331.92","368.43","310.86","137.31K","10.60%"
"Jul 01, 2021","333.12","338.28","347.36","324.08","153.03K","-1.33%"
"Jun 30, 2021","337.60","311.09","337.60","289.52","95.56K","9.32%"
"Jun 29, 2021","308.83","313.30","325.61","308.83","116.13K","-0.35%"
"Jun 28, 2021","309.93","257.80","309.93","250.33","213.39K","20.60%"
"Jun 27, 2021","256.98","225.35","256.98","225.35","57.46K","14.19%"
"Jun 26, 2021","225.04","222.72","226.84","214.23","50.33K","1.36%"
"Jun 25, 2021","222.01","256.94","258.48","222.01","46.94K","-13.38%"
"Jun 24, 2021","256.30","242.14","256.30","228.52","57.91K","5.94%"
"Jun 23, 2021","241.92","234.88","265.46","233.59","80.85K","3.30%"
"Jun 22, 2021","234.19","221.83","239.79","202.63","92.71K","5.43%"
"Jun 21, 2021","222.13","294.68","294.68","222.13","61.04K","-24.12%"
"Jun 20, 2021","292.75","272.53","293.24","264.78","38.03K","7.20%"
"Jun 19, 2021","273.10","278.10","284.18","272.00","16.87K","-1.61%"
"Jun 18, 2021","277.58","305.92","306.12","271.13","36.35K","-9.46%"
"Jun 17, 2021","306.59","304.77","320.49","300.32","22.64K","0.64%"
"Jun 16, 2021","304.63","324.50","324.50","304.63","31.15K","-6.47%"
"Jun 15, 2021","325.71","337.24","346.30","324.92","36.17K","-3.21%"
"Jun 14, 2021","336.50","324.61","337.63","321.00","39.37K","3.85%"
"Jun 13, 2021","324.02","295.83","326.54","288.73","31.57K","9.60%"
"Jun 12, 2021","295.63","293.34","304.13","281.15","40.81K","0.19%"
"Jun 11, 2021","295.06","327.86","327.86","295.06","29.76K","-9.75%"
"Jun 10, 2021","326.94","364.04","364.04","326.94","46.34K","-10.15%"
"Jun 09, 2021","363.89","350.02","372.16","334.82","54.22K","3.68%"
"Jun 08, 2021","350.99","343.18","350.99","318.81","50.38K","2.47%"
"Jun 07, 2021","342.54","388.28","410.62","342.54","37.83K","-11.89%"
"Jun 06, 2021","388.77","386.65","393.92","379.96","20.14K","0.41%"
"Jun 05, 2021","387.18","402.17","413.75","383.81","27.99K","-3.61%"
"Jun 04, 2021","401.68","448.84","448.84","393.54","44.73K","-10.60%"
"Jun 03, 2021","449.29","433.88","451.09","429.71","33.58K","3.30%"
"Jun 02, 2021","434.95","427.80","449.41","418.15","32.31K","1.87%"
"Jun 01, 2021","426.97","432.41","438.17","419.68","34.27K","-2.25%"
"May 31, 2021","436.82","403.39","436.82","393.06","42.61K","7.47%"
"May 30, 2021","406.47","352.90","409.25","338.60","41.11K","14.81%"
"May 29, 2021","354.05","375.70","394.92","338.23","41.80K","-6.23%"
