,Date,Price,Open,High,Low,Vol.,Change %,Vol
343,"Jan 22, 2021",190.73,160.36,199.00,147.91,,18.94%,4.75K
344,"Jan 21, 2021",160.36,196.22,199.00,156.00,,-18.28%,4.93K
345,"Jan 20, 2021",196.22,187.29,198.64,172.87,,4.77%,2.02K
346,"Jan 19, 2021",187.29,200.26,209.88,184.86,,-6.48%,3.01K
347,"Jan 18, 2021",200.26,186.93,200.26,180.75,,7.18%,1.58K
348,"Jan 17, 2021",186.84,182.43,199.74,175.00,,2.42%,2.07K
349,"Jan 16, 2021",182.43,166.77,202.34,166.77,,9.54%,3.64K
350,"Jan 15, 2021",166.54,147.49,168.13,139.96,,12.92%,2.36K
351,"Jan 14, 2021",147.49,147.49,154.49,139.00,,0.00%,1.87K
352,"Jan 13, 2021",147.49,127.48,147.69,120.00,,15.69%,3.15K
353,"Jan 12, 2021",127.48,114.34,135.51,109.47,,11.21%,3.32K
354,"Jan 11, 2021",114.63,127.14,127.14,95.45,,-9.83%,5.55K
355,"Jan 10, 2021",127.14,117.45,135.86,111.77,,8.25%,5.14K
356,"Jan 09, 2021",117.45,110.79,119.00,106.21,,6.01%,1.51K
357,"Jan 08, 2021",110.79,115.17,119.17,101.30,,-3.81%,3.46K
358,"Jan 07, 2021",115.17,115.44,128.50,107.75,,-0.23%,3.73K
359,"Jan 06, 2021",115.44,119.51,120.00,108.12,,-3.40%,2.30K
360,"Jan 05, 2021",119.51,113.75,123.80,99.00,,5.10%,4.56K
361,"Jan 04, 2021",113.71,93.37,115.00,86.10,,21.78%,4.56K
362,"Jan 03, 2021",93.37,85.81,94.89,81.60,,8.82%,4.08K
363,"Jan 02, 2021",85.81,90.61,91.80,82.53,,-5.30%,1.43K
364,"Jan 01, 2021",90.61,88.32,90.61,84.91,,2.59%,1.59K
