,Date,Price,Open,High,Low,Vol.,Change %,Vol
194,"Sep 20, 2021",10.3330,12.0520,12.0640,9.9190,,-14.20%,8.60M
195,"Sep 19, 2021",12.0430,12.6830,12.7010,11.7950,,-5.09%,5.11M
196,"Sep 18, 2021",12.6890,12.5230,13.2800,12.1050,,1.51%,11.08M
197,"Sep 17, 2021",12.5000,14.9300,15.2450,12.3340,,-16.22%,18.25M
198,"Sep 16, 2021",14.9200,15.1640,16.1320,14.3870,,-1.49%,15.48M
199,"Sep 15, 2021",15.1460,13.2020,15.5230,12.6220,,15.00%,12.26M
200,"Sep 14, 2021",13.1710,11.0890,13.1840,10.9980,,18.93%,8.15M
201,"Sep 13, 2021",11.0750,11.8730,12.0500,10.0660,,-6.66%,7.53M
202,"Sep 12, 2021",11.8650,10.5740,11.9360,10.3540,,12.26%,5.44M
203,"Sep 11, 2021",10.5690,10.1360,10.8810,10.0620,,4.37%,2.75M
204,"Sep 10, 2021",10.1260,10.9990,11.3900,9.8110,,-7.90%,4.46M
205,"Sep 09, 2021",10.9940,11.3510,11.9150,10.9590,,-2.62%,6.15M
206,"Sep 08, 2021",11.2900,10.9700,11.6210,10.0830,,3.52%,5.86M
207,"Sep 07, 2021",10.9060,13.6350,13.7750,9.4400,,-19.91%,10.83M
208,"Sep 06, 2021",13.6180,14.2790,14.3050,13.2980,,-4.62%,3.82M
209,"Sep 05, 2021",14.2770,13.1050,14.2780,12.9850,,9.07%,6.40M
210,"Sep 04, 2021",13.0900,13.0740,13.3110,12.8360,,0.21%,2.88M
211,"Sep 03, 2021",13.0620,13.1050,13.5560,12.7700,,-0.34%,3.81M
212,"Sep 02, 2021",13.1070,13.8510,13.9290,12.9130,,-5.46%,4.39M
213,"Sep 01, 2021",13.8640,12.0500,13.9260,11.6910,,14.91%,8.75M
214,"Aug 31, 2021",12.0650,11.5270,12.2910,11.1490,,4.79%,6.55M
215,"Aug 30, 2021",11.5130,11.5930,12.1890,11.0070,,-0.71%,5.06M
216,"Aug 29, 2021",11.5950,11.7770,12.0470,11.2540,,-1.55%,3.38M
217,"Aug 28, 2021",11.7780,12.2200,12.2950,11.6010,,-3.55%,2.52M
218,"Aug 27, 2021",12.2110,11.6250,12.2730,11.2400,,5.11%,4.18M
219,"Aug 26, 2021",11.6170,12.2580,12.5010,11.2270,,-5.09%,3.62M
220,"Aug 25, 2021",12.2400,12.3120,12.6240,11.5420,,-0.59%,5.17M
221,"Aug 24, 2021",12.3130,13.7800,13.9320,12.2130,,-10.71%,6.19M
222,"Aug 23, 2021",13.7900,13.7680,14.1580,13.5500,,0.20%,3.44M
223,"Aug 22, 2021",13.7630,13.6700,14.0360,13.1140,,0.68%,3.30M
224,"Aug 21, 2021",13.6700,14.6620,14.7960,13.4970,,-6.80%,5.49M
225,"Aug 20, 2021",14.6670,14.0210,14.6980,13.5490,,4.71%,5.50M
226,"Aug 19, 2021",14.0070,12.5690,14.2460,12.0500,,11.57%,8.49M
227,"Aug 18, 2021",12.5550,12.5770,13.3570,12.0210,,-0.21%,7.50M
228,"Aug 17, 2021",12.5810,12.5490,14.4540,12.1010,,0.06%,11.47M
229,"Aug 16, 2021",12.5740,12.6200,13.4270,11.9760,,-0.25%,7.91M
230,"Aug 15, 2021",12.6060,12.2080,12.7120,11.5080,,3.28%,4.13M
231,"Aug 14, 2021",12.2060,12.5700,12.8580,11.8100,,-2.90%,4.13M
232,"Aug 13, 2021",12.5700,12.1460,12.5840,11.7910,,3.44%,5.10M
233,"Aug 12, 2021",12.1520,11.2060,12.1900,10.5230,,8.10%,7.34M
234,"Aug 11, 2021",11.2410,10.3700,12.1410,10.3580,,8.36%,8.60M
235,"Aug 10, 2021",10.3740,9.8070,10.6360,9.5990,,5.70%,7.38M
