,Date,Price,Open,High,Low,Vol.,Change %,Vol
71,"Jan 21, 2022",12.6700,14.4500,14.6700,12.3400,,-12.50%,2.86M
72,"Jan 20, 2022",14.4800,15.1700,16.1700,14.4100,,-4.23%,1.32M
73,"Jan 19, 2022",15.1200,15.9800,16.2100,15.1200,,-5.50%,1.15M
74,"Jan 18, 2022",16.0000,16.6500,17.6900,15.6300,,-3.85%,2.16M
75,"Jan 17, 2022",16.6400,17.8400,17.9600,16.2500,,-6.62%,1.63M
76,"Jan 16, 2022",17.8200,16.4700,18.1500,16.3100,,8.13%,1.88M
77,"Jan 15, 2022",16.4800,15.8600,16.7000,15.7200,,3.91%,1.10M
78,"Jan 14, 2022",15.8600,15.4600,15.9500,15.1600,,2.79%,959.74K
79,"Jan 13, 2022",15.4300,16.2500,16.5900,15.4000,,-5.22%,1.41M
80,"Jan 12, 2022",16.2800,15.9700,16.6100,15.9600,,2.01%,1.25M
81,"Jan 11, 2022",15.9600,15.1200,16.3000,14.9800,,5.56%,1.71M
82,"Jan 10, 2022",15.1200,15.7600,16.4400,14.6700,,-4.30%,2.52M
83,"Jan 09, 2022",15.8000,14.9200,16.2900,14.8100,,5.83%,1.33M
84,"Jan 08, 2022",14.9300,15.7700,16.1900,14.5500,,-5.09%,1.53M
85,"Jan 07, 2022",15.7300,17.0700,17.1600,15.2900,,-7.96%,2.77M
86,"Jan 06, 2022",17.0900,17.1000,17.2600,16.1200,,-0.12%,2.68M
87,"Jan 05, 2022",17.1100,18.2000,19.8400,16.3400,,-6.09%,4.46M
88,"Jan 04, 2022",18.2200,18.4700,19.1400,17.7100,,-1.25%,2.35M
89,"Jan 03, 2022",18.4500,18.4100,19.1600,17.8700,,0.22%,2.38M
90,"Jan 02, 2022",18.4100,17.4900,18.4900,17.0500,,5.38%,1.24M
91,"Jan 01, 2022",17.4700,17.0200,17.5400,16.9500,,2.64%,1.24M
92,"Dec 31, 2021",17.0200,17.8000,18.6400,16.7700,,-4.38%,2.20M
93,"Dec 30, 2021",17.8000,17.1200,17.8800,16.7600,,3.91%,1.61M
94,"Dec 29, 2021",17.1300,18.4100,19.4500,16.9400,,-6.80%,3.64M
95,"Dec 28, 2021",18.3800,19.1300,19.9200,17.7700,,-3.72%,4.01M
96,"Dec 27, 2021",19.0900,18.6800,20.0700,18.5500,,2.36%,2.68M
97,"Dec 26, 2021",18.6500,17.4600,18.7800,16.7200,,6.82%,1.84M
98,"Dec 25, 2021",17.4600,17.4900,17.8400,17.0900,,-0.11%,1.22M
99,"Dec 24, 2021",17.4800,18.1700,18.2700,17.2500,,-3.74%,2.30M
100,"Dec 23, 2021",18.1600,16.2200,18.2500,15.9200,,11.89%,4.14M
101,"Dec 22, 2021",16.2300,15.0500,16.3500,14.9700,,7.70%,2.47M
102,"Dec 21, 2021",15.0700,14.5100,15.1000,14.3200,,4.00%,1.10M
103,"Dec 20, 2021",14.4900,14.9400,15.1600,13.9800,,-3.14%,1.82M
104,"Dec 19, 2021",14.9600,15.5700,15.9600,14.8400,,-3.98%,1.59M
105,"Dec 18, 2021",15.5800,14.9700,16.1000,14.6800,,3.87%,2.70M
106,"Dec 17, 2021",15.0000,14.4100,15.0900,13.7000,,4.09%,1.79M
107,"Dec 16, 2021",14.4100,15.1900,15.3700,14.3600,,-5.07%,2.16M
108,"Dec 15, 2021",15.1800,14.9800,15.5000,14.1900,,1.20%,2.19M
109,"Dec 14, 2021",15.0000,14.1600,15.0600,13.9300,,5.93%,1.35M
110,"Dec 13, 2021",14.1600,16.0000,16.0900,13.7800,,-11.72%,1.99M
111,"Dec 12, 2021",16.0400,15.9000,16.1900,15.2700,,1.07%,987.59K
112,"Dec 11, 2021",15.8700,15.1500,16.7200,14.9800,,4.82%,1.95M
113,"Dec 10, 2021",15.1400,16.2000,16.5300,15.1200,,-6.43%,2.35M
114,"Dec 09, 2021",16.1800,18.7500,18.7700,16.1300,,-13.43%,2.11M
115,"Dec 08, 2021",18.6900,17.1400,18.6900,16.9800,,8.92%,2.08M
116,"Dec 07, 2021",17.1600,17.2900,17.6500,16.9300,,-1.04%,1.72M
117,"Dec 06, 2021",17.3400,16.5600,17.4900,15.1800,,4.90%,2.27M
118,"Dec 05, 2021",16.5300,17.2100,17.4600,15.8900,,-4.06%,2.26M
119,"Dec 04, 2021",17.2300,19.9400,20.0200,13.4200,,-13.68%,7.59M
120,"Dec 03, 2021",19.9600,22.4000,23.0100,19.4300,,-11.09%,2.89M
121,"Dec 02, 2021",22.4500,20.9400,23.0300,20.5500,,7.16%,4.26M
122,"Dec 01, 2021",20.9500,21.2600,22.2700,20.7800,,-1.41%,1.87M
123,"Nov 30, 2021",21.2500,20.2500,21.4400,19.6200,,4.78%,1.70M
124,"Nov 29, 2021",20.2800,20.1100,20.4700,19.6900,,0.60%,1.14M
125,"Nov 28, 2021",20.1600,19.4900,20.2400,18.5000,,3.38%,1.45M
126,"Nov 27, 2021",19.5000,19.2600,20.1300,19.2300,,1.62%,838.00K
127,"Nov 26, 2021",19.1900,21.4100,21.4500,18.7500,,-10.16%,1.96M
128,"Nov 25, 2021",21.3600,20.7900,21.6200,20.6000,,2.59%,1.39M
129,"Nov 24, 2021",20.8200,22.2100,22.3100,20.5400,,-6.30%,1.37M
130,"Nov 23, 2021",22.2200,20.9500,22.3300,20.7600,,6.01%,1.36M
131,"Nov 22, 2021",20.9600,21.6400,22.2300,20.7500,,-3.05%,1.87M
132,"Nov 21, 2021",21.6200,22.0200,22.1700,21.3900,,-1.82%,896.81K
133,"Nov 20, 2021",22.0200,21.2000,22.0200,20.9300,,3.87%,1.23M
134,"Nov 19, 2021",21.2000,20.1000,21.3100,19.7900,,5.42%,1.25M
