,Date,Price,Open,High,Low,Vol.,Change %,Vol
341,"Apr 26, 2021",642.09,553.96,651.98,553.96,,16.00%,97.05K
342,"Apr 25, 2021",553.54,568.81,578.61,534.22,,-2.63%,73.52K
343,"Apr 24, 2021",568.47,624.99,624.99,555.21,,-8.83%,184.35K
344,"Apr 23, 2021",623.51,527.54,623.51,455.08,,17.65%,254.97K
345,"Apr 22, 2021",529.98,498.14,590.17,498.14,,7.54%,176.40K
346,"Apr 21, 2021",492.83,485.14,500.70,461.59,,1.49%,48.35K
347,"Apr 20, 2021",485.59,477.94,488.64,439.99,,1.66%,86.13K
348,"Apr 19, 2021",477.65,489.31,510.62,432.92,,-2.07%,76.05K
349,"Apr 18, 2021",487.73,535.59,535.59,433.49,,-8.94%,97.24K
350,"Apr 17, 2021",535.64,566.04,592.62,535.64,,-5.15%,49.73K
351,"Apr 16, 2021",564.70,559.65,594.29,541.33,,0.36%,137.28K
352,"Apr 15, 2021",562.70,486.77,581.76,486.77,,16.08%,117.01K
353,"Apr 14, 2021",484.75,485.78,493.12,462.13,,-0.02%,52.90K
354,"Apr 13, 2021",484.87,466.94,484.87,450.40,,4.06%,51.63K
355,"Apr 12, 2021",465.93,460.28,465.93,437.13,,1.64%,44.24K
356,"Apr 11, 2021",458.41,453.01,461.21,440.82,,1.61%,35.85K
357,"Apr 10, 2021",451.16,454.00,457.54,441.26,,-0.65%,44.05K
358,"Apr 09, 2021",454.10,455.15,466.60,450.01,,-0.56%,37.39K
359,"Apr 08, 2021",456.68,444.16,475.71,444.16,,3.42%,43.37K
360,"Apr 07, 2021",441.57,483.37,485.32,441.57,,-8.42%,60.40K
361,"Apr 06, 2021",482.19,514.85,515.58,479.51,,-5.99%,39.91K
362,"Apr 05, 2021",512.94,548.45,548.90,506.60,,-6.43%,53.13K
363,"Apr 04, 2021",548.20,477.45,553.32,477.45,,14.33%,90.33K
364,"Apr 03, 2021",479.48,488.36,493.49,472.53,,-1.39%,42.35K
365,"Apr 02, 2021",486.23,449.75,486.23,446.30,,8.02%,35.67K
366,"Apr 01, 2021",450.11,400.54,457.53,400.54,,12.81%,89.82K
367,"Mar 31, 2021",399.01,402.27,403.48,384.73,,-0.84%,22.58K
368,"Mar 30, 2021",402.37,410.55,421.20,401.70,,-1.61%,30.82K
369,"Mar 29, 2021",408.94,362.24,408.94,360.89,,12.96%,35.37K
370,"Mar 28, 2021",362.01,363.62,368.50,358.37,,-0.28%,18.67K
371,"Mar 27, 2021",363.01,369.70,370.98,353.78,,-1.59%,27.10K
372,"Mar 26, 2021",368.89,360.83,377.18,360.83,,2.16%,24.38K
373,"Mar 25, 2021",361.09,344.11,361.63,339.54,,4.50%,36.88K
374,"Mar 24, 2021",345.55,359.27,385.28,345.55,,-4.26%,31.72K
375,"Mar 23, 2021",360.92,379.41,388.82,360.92,,-4.95%,37.09K
376,"Mar 22, 2021",379.70,404.34,407.99,378.76,,-5.91%,57.10K
377,"Mar 21, 2021",403.56,410.68,426.44,403.56,,-1.94%,36.08K
378,"Mar 20, 2021",411.56,443.42,443.42,411.56,,-7.22%,28.76K
379,"Mar 19, 2021",443.61,430.07,443.61,429.37,,3.33%,17.03K
380,"Mar 18, 2021",429.31,436.42,444.88,429.31,,-1.43%,17.79K
381,"Mar 17, 2021",435.56,431.79,435.56,421.44,,0.90%,20.48K
382,"Mar 16, 2021",431.67,432.45,439.54,426.57,,0.22%,16.91K
383,"Mar 15, 2021",430.73,437.84,445.89,425.41,,-1.81%,21.70K
384,"Mar 14, 2021",438.66,465.63,465.63,437.57,,-5.83%,17.78K
385,"Mar 13, 2021",465.84,434.28,469.01,418.97,,7.26%,34.92K
386,"Mar 12, 2021",434.30,467.24,467.24,434.30,,-6.62%,27.66K
387,"Mar 11, 2021",465.11,462.36,474.57,456.96,,0.88%,28.10K
388,"Mar 10, 2021",461.04,502.32,504.88,461.04,,-7.92%,31.69K
389,"Mar 09, 2021",500.70,477.65,500.70,472.61,,4.92%,29.94K
390,"Mar 08, 2021",477.22,489.84,489.84,465.72,,-2.70%,23.11K
391,"Mar 07, 2021",490.44,489.94,490.44,478.00,,-0.16%,17.32K
392,"Mar 06, 2021",491.22,475.07,504.00,475.07,,2.83%,33.53K
393,"Mar 05, 2021",477.69,469.58,477.69,446.14,,1.56%,24.24K
394,"Mar 04, 2021",470.34,490.21,498.86,464.88,,-4.24%,23.93K
395,"Mar 03, 2021",491.15,499.42,514.15,491.15,,-1.73%,27.57K
396,"Mar 02, 2021",499.79,494.82,520.72,480.08,,1.27%,91.51K
397,"Mar 01, 2021",493.51,406.07,493.51,406.07,,22.03%,80.17K
398,"Feb 28, 2021",404.42,398.49,404.42,360.66,,1.23%,59.92K
399,"Feb 27, 2021",399.49,398.85,429.23,398.85,,0.41%,39.50K
400,"Feb 26, 2021",397.84,396.48,415.90,375.15,,1.03%,115.31K
401,"Feb 25, 2021",393.77,436.50,449.20,393.77,,-9.94%,47.90K
402,"Feb 24, 2021",437.24,383.68,457.16,383.68,,13.88%,71.51K
403,"Feb 23, 2021",383.95,425.24,425.24,347.26,,-9.27%,92.85K
404,"Feb 22, 2021",423.19,454.01,457.39,423.19,,-6.72%,88.78K
405,"Feb 21, 2021",453.67,452.61,465.88,448.40,,-0.03%,29.16K
406,"Feb 20, 2021",453.79,451.66,498.16,451.01,,0.62%,82.08K
407,"Feb 19, 2021",450.98,459.00,472.94,441.92,,-1.22%,42.40K
408,"Feb 18, 2021",456.54,474.85,475.04,454.69,,-3.68%,28.23K
409,"Feb 17, 2021",474.00,457.18,474.00,421.33,,3.58%,59.32K
410,"Feb 16, 2021",457.61,462.74,491.25,445.22,,-0.69%,45.29K
411,"Feb 15, 2021",460.77,474.14,489.33,404.37,,-2.23%,64.26K
412,"Feb 14, 2021",471.27,513.95,524.22,469.03,,-7.88%,42.05K
413,"Feb 13, 2021",511.56,539.84,556.57,511.56,,-4.65%,50.54K
414,"Feb 12, 2021",536.51,501.69,549.23,490.96,,7.01%,107.09K
415,"Feb 11, 2021",501.36,473.98,506.28,464.58,,5.67%,71.81K
416,"Feb 10, 2021",474.48,489.77,514.49,465.62,,-2.97%,82.29K
417,"Feb 09, 2021",489.00,456.02,489.00,440.05,,7.59%,79.96K
418,"Feb 08, 2021",454.52,457.01,488.85,449.39,,-0.59%,55.51K
419,"Feb 07, 2021",457.24,463.00,466.71,424.11,,-1.24%,58.83K
420,"Feb 06, 2021",462.97,533.28,533.28,457.00,,-12.92%,80.65K
421,"Feb 05, 2021",531.69,455.05,544.69,455.05,,17.07%,91.26K
422,"Feb 04, 2021",454.16,391.04,490.01,391.04,,16.59%,134.17K
423,"Feb 03, 2021",389.55,357.57,389.55,346.03,,9.29%,41.15K
424,"Feb 02, 2021",356.45,361.97,361.97,339.31,,-1.49%,37.48K
425,"Feb 01, 2021",361.84,348.22,370.07,338.56,,4.36%,80.13K
426,"Jan 31, 2021",346.72,338.20,346.72,307.69,,2.52%,63.18K
427,"Jan 30, 2021",338.20,295.61,338.20,287.15,,15.17%,114.49K
428,"Jan 29, 2021",293.65,252.04,293.65,242.16,,16.64%,68.80K
429,"Jan 28, 2021",251.75,218.47,264.17,218.47,,14.74%,53.31K
430,"Jan 27, 2021",219.40,237.90,237.90,219.40,,-7.97%,39.51K
431,"Jan 26, 2021",238.41,212.33,238.41,210.75,,12.08%,54.07K
432,"Jan 25, 2021",212.72,251.49,251.49,212.72,,-14.95%,63.63K
433,"Jan 24, 2021",250.11,206.61,250.82,206.61,,20.84%,59.37K
434,"Jan 23, 2021",206.98,199.99,210.42,199.99,,3.36%,21.88K
435,"Jan 22, 2021",200.26,176.66,207.47,173.21,,13.67%,42.07K
436,"Jan 21, 2021",176.17,213.01,213.01,176.17,,-17.19%,52.52K
437,"Jan 20, 2021",212.74,211.35,217.74,204.87,,0.40%,36.77K
438,"Jan 19, 2021",211.90,226.40,233.73,211.90,,-6.20%,40.27K
439,"Jan 18, 2021",225.91,216.88,235.86,215.14,,4.13%,47.32K
440,"Jan 17, 2021",216.96,206.74,218.30,204.74,,4.81%,52.16K
441,"Jan 16, 2021",207.00,202.56,216.25,202.56,,2.19%,42.65K
442,"Jan 15, 2021",202.56,215.45,216.42,198.88,,-5.85%,58.48K
443,"Jan 14, 2021",215.15,211.04,223.72,205.32,,1.86%,61.42K
444,"Jan 13, 2021",211.23,183.14,217.57,183.14,,14.92%,71.12K
445,"Jan 12, 2021",183.80,168.52,196.08,166.91,,9.02%,69.91K
446,"Jan 11, 2021",168.60,195.76,195.76,151.21,,-13.68%,91.45K
447,"Jan 10, 2021",195.33,181.55,206.58,173.26,,8.55%,90.89K
448,"Jan 09, 2021",179.95,165.66,183.65,163.15,,8.82%,37.92K
449,"Jan 08, 2021",165.37,173.09,176.12,160.14,,-4.03%,65.51K
450,"Jan 07, 2021",172.32,184.59,184.59,172.32,,-6.38%,87.98K
451,"Jan 06, 2021",184.06,162.28,184.06,162.28,,13.88%,58.19K
452,"Jan 05, 2021",161.63,151.24,163.92,149.56,,6.85%,52.78K
453,"Jan 04, 2021",151.27,147.13,157.89,143.12,,3.38%,66.45K
454,"Jan 03, 2021",146.33,136.46,151.20,136.46,,7.12%,41.68K
455,"Jan 02, 2021",136.60,145.78,145.94,136.60,,-6.11%,31.19K
456,"Jan 01, 2021",145.49,149.03,154.52,143.41,,-2.29%,76.87K
